sentence,label,prompt,logprob_negative,logprob_positive,pred_label,correct
every nanosecond of the the new guy reminds you that you could be doing something else far more pleasurable . ,0,"Review: every nanosecond of the the new guy reminds you that you could be doing something else far more pleasurable . 
Question: Is the sentiment of this review positive or negative?
Answer:",-3.534061,-3.302486,1,False
comes ... uncomfortably close to coasting in the treads of the bicycle thief . ,0,"Review: comes ... uncomfortably close to coasting in the treads of the bicycle thief . 
Question: Is the sentiment of this review positive or negative?
Answer:",-4.029905,-3.746492,1,False
"warm water under a red bridge is a quirky and poignant japanese film that explores the fascinating connections between women , water , nature , and sexuality . ",1,"Review: warm water under a red bridge is a quirky and poignant japanese film that explores the fascinating connections between women , water , nature , and sexuality . 
Question: Is the sentiment of this review positive or negative?
Answer:",-5.470008,-4.635337,1,True
it seems to me the film is about the art of ripping people off without ever letting them consciously know you have done so ,0,"Review: it seems to me the film is about the art of ripping people off without ever letting them consciously know you have done so 
Question: Is the sentiment of this review positive or negative?
Answer:",-3.3949168,-3.537739,0,True
old-form moviemaking at its best . ,1,"Review: old-form moviemaking at its best . 
Question: Is the sentiment of this review positive or negative?
Answer:",-4.533614,-4.3429937,1,True
turns potentially forgettable formula into something strangely diverting . ,1,"Review: turns potentially forgettable formula into something strangely diverting . 
Question: Is the sentiment of this review positive or negative?
Answer:",-4.4610324,-4.233417,1,True
"( lawrence bounces ) all over the stage , dancing , running , sweating , mopping his face and generally displaying the wacky talent that brought him fame in the first place . ",1,"Review: ( lawrence bounces ) all over the stage , dancing , running , sweating , mopping his face and generally displaying the wacky talent that brought him fame in the first place . 
Question: Is the sentiment of this review positive or negative?
Answer:",-5.6403046,-5.3255386,1,True
a movie that reminds us of just how exciting and satisfying the fantasy cinema can be when it 's approached with imagination and flair . ,1,"Review: a movie that reminds us of just how exciting and satisfying the fantasy cinema can be when it 's approached with imagination and flair . 
Question: Is the sentiment of this review positive or negative?
Answer:",-4.906562,-4.6361685,1,True
confirms the nagging suspicion that ethan hawke would be even worse behind the camera than he is in front of it . ,0,"Review: confirms the nagging suspicion that ethan hawke would be even worse behind the camera than he is in front of it . 
Question: Is the sentiment of this review positive or negative?
Answer:",-5.4939613,-5.0003853,1,False
"in the end , we are left with something like two ships passing in the night rather than any insights into gay love , chinese society or the price one pays for being dishonest . ",0,"Review: in the end , we are left with something like two ships passing in the night rather than any insights into gay love , chinese society or the price one pays for being dishonest . 
Question: Is the sentiment of this review positive or negative?
Answer:",-4.6935024,-4.148947,1,False
montias ... pumps a lot of energy into his nicely nuanced narrative and surrounds himself with a cast of quirky -- but not stereotyped -- street characters . ,1,"Review: montias ... pumps a lot of energy into his nicely nuanced narrative and surrounds himself with a cast of quirky -- but not stereotyped -- street characters . 
Question: Is the sentiment of this review positive or negative?
Answer:",-6.6012383,-6.4317055,1,True
"it provides the grand , intelligent entertainment of a superior cast playing smart people amid a compelling plot . ",1,"Review: it provides the grand , intelligent entertainment of a superior cast playing smart people amid a compelling plot . 
Question: Is the sentiment of this review positive or negative?
Answer:",-4.142935,-3.7359755,1,True
suffers from the lack of a compelling or comprehensible narrative . ,0,"Review: suffers from the lack of a compelling or comprehensible narrative . 
Question: Is the sentiment of this review positive or negative?
Answer:",-6.021861,-5.8495054,1,False
"in execution , this clever idea is far less funny than the original , killers from space . ",0,"Review: in execution , this clever idea is far less funny than the original , killers from space . 
Question: Is the sentiment of this review positive or negative?
Answer:",-3.5456588,-3.1204803,1,False
scooby dooby doo / and shaggy too / you both look and sound great . ,1,"Review: scooby dooby doo / and shaggy too / you both look and sound great . 
Question: Is the sentiment of this review positive or negative?
Answer:",-4.7796335,-4.5283747,1,True
"the tale of tok ( andy lau ) , a sleek sociopath on the trail of o ( takashi sorimachi ) , the most legendary of asian hitmen , is too scattershot to take hold . ",0,"Review: the tale of tok ( andy lau ) , a sleek sociopath on the trail of o ( takashi sorimachi ) , the most legendary of asian hitmen , is too scattershot to take hold . 
Question: Is the sentiment of this review positive or negative?
Answer:",-4.111087,-3.731753,1,False
it all drags on so interminably it 's like watching a miserable relationship unfold in real time . ,0,"Review: it all drags on so interminably it 's like watching a miserable relationship unfold in real time . 
Question: Is the sentiment of this review positive or negative?
Answer:",-3.7686422,-3.7488134,1,False
"pumpkin means to be an outrageous dark satire on fraternity life , but its ambitions far exceed the abilities of writer adam larson broder and his co-director , tony r. abrams , in their feature debut . ",0,"Review: pumpkin means to be an outrageous dark satire on fraternity life , but its ambitions far exceed the abilities of writer adam larson broder and his co-director , tony r. abrams , in their feature debut . 
Question: Is the sentiment of this review positive or negative?
Answer:",-5.1399193,-5.0588646,1,False
looks and feels like a project better suited for the small screen . ,0,"Review: looks and feels like a project better suited for the small screen . 
Question: Is the sentiment of this review positive or negative?
Answer:",-4.4338875,-4.274555,1,False
"forced , familiar and thoroughly condescending . ",0,"Review: forced , familiar and thoroughly condescending . 
Question: Is the sentiment of this review positive or negative?
Answer:",-5.021453,-4.8924093,1,False
that is a compliment to kuras and miller . ,1,"Review: that is a compliment to kuras and miller . 
Question: Is the sentiment of this review positive or negative?
Answer:",-4.6971016,-4.4226494,1,True
it 's not the ultimate depression-era gangster movie . ,0,"Review: it 's not the ultimate depression-era gangster movie . 
Question: Is the sentiment of this review positive or negative?
Answer:",-3.7505283,-3.7672596,0,True
